_id,FIR_NUM,FIR_REG_NUM,PS,RANGE_NAME,LONGITUDE,ZONE_NAME,DISTRICT,ACT_SECTION,LATITUDE,date,REG_MONTH,REG_YEAR,REG_D_W
ObjectId(5c7dd1e89164b2149b4b4925),52/2018,31672016180052,JAISINGHPUR,AYODHYA,82.32503-l,LUCKNOW,SULTANPUR,"["" IPC 1860-323"","" IPC 1860-452"","" IPC 1860-504""]",26.32673-l,2018-02-27T11:49:00.000Z,2,2018,3
ObjectId(5c7dd1ee9164b2149b4c8a32),42/2016,31679052160042,NARKHI,AGRA,---,AGRA,FIROZABAD,"["" THE ELECTRICITY ACT"","" 2003-138""]",---,2016-01-25T15:30:00.000Z,1,2016,2
ObjectId(5c7dd1f99164b2149b4eee29),524/2016,31687019160524,KOTWALI PADRAUNA,GORAKHPUR,---,GORAKHPUR,KUSHI NAGAR,"["" IPC 1860-147"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-452"","" IPC 1860-427""]",---,2016-05-31T11:15:00.000Z,5,2016,3
ObjectId(5c7dd2329164b2149b5a42c0),43/2018,31644057180043,REWTIPUR,VARANASI,25.53747-N,VARANASI,GHAZIPUR,"["" IPC 1860-447"","" IPC 1860-504"","" IPC 1860-506""]",83.71222-E,2018-08-15T15:30:00.000Z,8,2018,4
ObjectId(5c7dd1dc9164b2149b48e80c),597/2018,31663016180597,KOTWALI CITY,PRAYAGRAJ,,PRAYAGRAJ,PRATAPGARH,"["" IPC 1860-467"","" IPC 1860-468"","" IPC 1860-471"","" IPC 1860-419"","" IPC 1860-420"","" IPC 1860-411"","" CODE OF CRIMINAL PROCEDURE"","" 1973-41"","" CODE OF CRIMINAL PROCEDURE"","" 1973-102""]",,2018-07-07T22:10:00.000Z,7,2018,7
ObjectId(5c7dd2199164b2149b55315a),1402/2016,31623077161402,GRP ALLAHABAD,PRAYAGRAJ,---,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-356"","" IPC 1860-379""]",---,2016-09-19T14:15:00.000Z,9,2016,2
ObjectId(5c7dd22f9164b2149b5983b6),121/2016,31641046160121,RAUNAHI,AYODHYA,---,LUCKNOW,AYODHYA,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338""]",---,2016-04-25T10:00:00.000Z,4,2016,2
ObjectId(5c7dd2149164b2149b544394),126/2017,31622029170126,LODHA,ALIGARH,78.0172,AGRA,ALIGARH,"["" IPC 1860-279"","" IPC 1860-304-A"","" IPC 1860-338""]",27.8927,2017-03-24T17:10:00.000Z,3,2017,6
ObjectId(5c7dd22e9164b2149b595d87),417/2017,31641021170417,INAYATNAGAR,AYODHYA,-,LUCKNOW,AYODHYA,"["" THE U.P. EXCISE ACT-60""]",-,2017-10-12T21:35:00.000Z,10,2017,5
ObjectId(5c7dd1e89164b2149b4b6acc),260/2017,31672024170260,LAMBHUA,AYODHYA,---,LUCKNOW,SULTANPUR,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-427"","" IPC 1860-436"","" Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act"","" 1989 (Amendment 2015)-3(1)(r)"","" Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act"","" 1989 (Amendment 2015)-3(1)(s)""]",---,2017-09-07T00:10:00.000Z,9,2017,5
ObjectId(5c7dd2319164b2149b5a0e5b),48/2017,31643030170048,THARIAON,PRAYAGRAJ,---,PRAYAGRAJ,FATEHPUR,"["" IPC 1860-279"","" CATTLE TRESPASS ACT"","" 1871-11""]",---,2017-02-01T07:50:00.000Z,2,2017,4
ObjectId(5c7dd2409164b2149b5d1b29),133/2017,31653077170133,GRP KANPUR,KANPUR,,KANPUR,KANPUR CITY,"["" IPC 1860-401""]",,2017-02-09T00:40:00.000Z,2,2017,5
ObjectId(5c7dd2259164b2149b5773a9),159/2016,31632024160159,NAGINA,MORADABAD,---,BAREILLY,BIJNOR,"["" PREVENTION OF COW SLAUGHTER ACT"","" U.P.-3"","" PREVENTION OF COW SLAUGHTER ACT"","" U.P.-5"","" PREVENTION OF COW SLAUGHTER ACT"","" U.P.-8""]",---,2016-03-06T22:00:00.000Z,3,2016,1
ObjectId(5c7dd2019164b2149b5069b6),597/2017,31894008170597,GAJRAULA,MORADABAD,---,BAREILLY,JYOTIBAPHULLEYNAGAR,"["" IPC 1860-379""]",---,2017-09-25T11:20:00.000Z,9,2017,2
ObjectId(5c7dd21e9164b2149b5641b6),348/2018,31629015180348,KOTHI,AYODHYA,-,LUCKNOW,BARABANKI,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-325""]",-,2018-11-08T19:08:00.000Z,11,2018,5
ObjectId(5c7dd1f89164b2149b4e9960),363/2016,31686038160363,KOTHIBHAR,GORAKHPUR,---,GORAKHPUR,MAHRAJGANJ,"["" IPC 1860-323"","" IPC 1860-325"","" IPC 1860-506""]",---,2016-12-02T10:20:00.000Z,12,2016,6
ObjectId(5c7dd2149164b2149b542920),774/2017,31622026170774,KHAIR,ALIGARH,-,AGRA,ALIGARH,"["" IPC 1860-420""]",-,2017-12-24T23:45:00.000Z,12,2017,1
ObjectId(5c7dd21e9164b2149b563bf8),444/2018,31629012180444,HAIDER GARH,AYODHYA,-,LUCKNOW,BARABANKI,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",-,2018-10-17T13:11:00.000Z,10,2018,4
ObjectId(5c7dd24d9164b2149b5faf5d),514/2017,31658038170514,JANI,MEERUT,,MEERUT,MEERUT,"["" THE ELECTRICITY ACT"","" 2003-135""]",,2017-10-05T12:45:00.000Z,10,2017,5
ObjectId(5c7dd1f49164b2149b4de07d),470/2017,31681074170470,GRP GHAZIABAD,MEERUT,---,MEERUT,GHAZIABAD,"["" IPC 1860-380""]",---,2017-07-19T15:20:00.000Z,7,2017,4
ObjectId(5c7dd2309164b2149b59c9d7),208/2016,31642035160208,RAJEPUR,KANPUR,79.662,KANPUR,FATEHGARH,"["" IPC 1860-457"","" IPC 1860-380""]",27.4812,2016-09-27T12:10:00.000Z,9,2016,3
ObjectId(5c7dd21c9164b2149b55c46a),817/2016,31626040160817,RISIA,DEVIPATAN,,GORAKHPUR,BAHRAICH,"["" IPC 1860-392"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act"","" 1989 (Amendment 2015)-3(2)(v)""]",,2016-09-25T12:55:00.000Z,9,2016,1
ObjectId(5c7dd1e19164b2149b49f956),6/2017,31669003170006,GRP SAHARANPUR,SAHARANPUR,---,MEERUT,SAHARANPUR,"["" IPC 1860-379""]",---,2017-01-11T20:10:00.000Z,1,2017,4
ObjectId(5c7dd2069164b2149b5150d6),204/2017,31897013170204,NOIDA SECTOR-58,MEERUT,77.3695,MEERUT,GAUTAM BUDH NAGAR,"["" IPC 1860-496"","" IPC 1860-420"","" IPC 1860-506"",""  INFORMATION TECHNOLOGY (AMENDMENT) ACT 2008-66"","" IPC 1860-376""]",28.6238,2017-03-28T19:30:00.000Z,3,2017,3
ObjectId(5c7dd2279164b2149b57f367),573/2016,31634001160573,ANOOPSHAHR,MEERUT,78.2503,MEERUT,BULANDSHAHAR,"["" IPC 1860-376"","" IPC 1860-506"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-4""]",28.3603,2016-12-17T13:00:00.000Z,12,2016,7
ObjectId(5c7dd23e9164b2149b5c9510),31/2018,31653013180031,CANTT,KANPUR,80.394706-l,KANPUR,KANPUR CITY,"["" NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT"","" 1985-18"","" NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT"","" 1985-20""]",26.443651-l,2018-04-18T03:28:00.000Z,4,2018,4
ObjectId(5c7dd1f49164b2149b4dcff2),1523/2016,31681068161523,VIJAY NAGAR,MEERUT,---,MEERUT,GHAZIABAD,"["" THE U.P. EXCISE ACT-60""]",---,2016-10-03T23:50:00.000Z,10,2016,2
ObjectId(5c7dd22e9164b2149b597311),153/2016,31641035160153,MAHRAJGANJ,AYODHYA,---,LUCKNOW,AYODHYA,"["" THE U.P. EXCISE ACT-60""]",---,2016-07-19T17:30:00.000Z,7,2016,3
ObjectId(5c7dd1e39164b2149b4a6ad3),431/2017,31670005170431,BANDA,BAREILLY,80.0494,BAREILLY,SHAHJAHANPUR,"["" IPC 1860-380"","" IPC 1860-506""]",28.2963,2017-05-19T16:15:00.000Z,5,2017,6
ObjectId(5c7dd1e29164b2149b4a355b),283/2017,31669027170283,KUTUBSHER,SAHARANPUR,77.5386,MEERUT,SAHARANPUR,"["" IPC 1860-363"","" IPC 1860-342"","" IPC 1860-376"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-3"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-4""]",29.969,2017-06-20T23:30:00.000Z,6,2017,3
ObjectId(5c7dd2129164b2149b53b17f),781/2018,31621051180781,SIKANDARA,AGRA,-,AGRA,AGRA,"["" IPC 1860-304-A""]",-,2018-09-28T23:43:00.000Z,9,2018,6
ObjectId(5c7dd20e9164b2149b52df50),73/2018,31949004180073,AMETHI,AYODHYA,-,LUCKNOW,AMETHI,"["" IPC 1860-379""]",-,2018-03-24T16:58:00.000Z,3,2018,7
ObjectId(5c7dd2099164b2149b51f2e6),216/2016,31901005160216,BARAUT,MEERUT,---,MEERUT,BAGHPAT,"["" IPC 1860-354"","" IPC 1860-506"","" IPC 1860-354-B""]",---,2016-03-13T16:40:00.000Z,3,2016,1
ObjectId(5c7dd23c9164b2149b5c2829),277/2017,31652015170277,CHIRGAON,JHANSI,78.7985,KANPUR,JHANSI,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-406"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4""]",25.5535,2017-05-22T12:20:00.000Z,5,2017,2
ObjectId(5c7dd2009164b2149b502aad),1169/2017,31892011171169,UTRAULA,DEVIPATAN,---,GORAKHPUR,BALRAMPUR,"["" IPC 1860-354"","" IPC 1860-323"","" IPC 1860-427"","" IPC 1860-325""]",---,2017-06-26T14:45:00.000Z,6,2017,2
ObjectId(5c7dd2459164b2149b5e1c38),373/2018,31655023180373,HAZRATGANJ,LUCKNOW,-,LUCKNOW,LUCKNOW,"["" IPC 1860-353"","" IPC 1860-504""]",-,2018-06-28T19:31:44.000Z,6,2018,5
ObjectId(5c7dd2159164b2149b5450d0),177/2017,31622041170177,SASNI GATE,ALIGARH,,AGRA,ALIGARH,"["" THE ELECTRICITY ACT"","" 2003-135""]",,2017-04-13T13:30:00.000Z,4,2017,5
ObjectId(5c7dd1e79164b2149b4b3a67),140/2016,31672005160140,BALDIRAI,AYODHYA,---,LUCKNOW,SULTANPUR,"["" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-2"","" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-3""]",---,2016-07-07T06:40:00.000Z,7,2016,5
ObjectId(5c7dd2059164b2149b511b36),611/2017,31897009170611,NOIDA SECTOR-20,MEERUT,-,MEERUT,GAUTAM BUDH NAGAR,"["" CODE OF CRIMINAL PROCEDURE"","" 1973-41"","" CODE OF CRIMINAL PROCEDURE"","" 1973-102"","" IPC 1860-411"","" IPC 1860-414"","" IPC 1860-482""]",-,2017-05-29T01:15:00.000Z,5,2017,2
ObjectId(5c7dd24d9164b2149b5fa6b3),174/2016,31658036160174,INCHAULI,MEERUT,77.8347,MEERUT,MEERUT,"["" IPC 1860-452"","" IPC 1860-323""]",29.0833,2016-05-06T17:30:00.000Z,5,2016,6
ObjectId(5c7dd1db9164b2149b48cb48),131/2016,31663002160131,AASPUR DEOSARA,PRAYAGRAJ,82.32,PRAYAGRAJ,PRATAPGARH,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338"","" IPC 1860-427""]",25.9431,2016-05-30T13:10:00.000Z,5,2016,2
ObjectId(5c7dd24c9164b2149b5f78ee),159/2016,31657066160159,MAHILA THANA,AGRA,---,AGRA,MATHURA,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4"","" IPC 1860-324""]",---,2016-12-02T09:10:00.000Z,12,2016,6
ObjectId(5c7dd1f29164b2149b4d8a91),196/2016,31681053160196,MASURI,MEERUT,---,MEERUT,GHAZIABAD,"["" THE U.P. EXCISE ACT-60""]",---,2016-04-03T21:05:00.000Z,4,2016,1
ObjectId(5c7dd2199164b2149b551f4f),328/2016,31623065160328,UTRAON,PRAYAGRAJ,---,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",---,2016-11-04T15:45:00.000Z,11,2016,6
ObjectId(5c7dd1ff9164b2149b4ff7fb),298/2018,31832003180298,KAIRANA,SAHARANPUR,-,MEERUT,SHAMLI,"["" IPC 1860-174-A""]",-,2018-06-20T20:11:00.000Z,6,2018,4
ObjectId(5c7dd22a9164b2149b588d91),297/2017,31638025170297,GAURIBAZAR,GORAKHPUR,,GORAKHPUR,DEORIA,"["" IPC 1860-392"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-504"","" IPC 1860-506""]",,2017-09-11T15:30:00.000Z,9,2017,2
ObjectId(5c7dd2189164b2149b550d88),42/2016,31623058160042,SHANKERGARH,PRAYAGRAJ,81.4448,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-302""]",25.4543,2016-02-25T21:30:00.000Z,2,2016,5
ObjectId(5c7dd1f29164b2149b4d71ef),1982/2018,31681049181982,LONI,MEERUT,-,MEERUT,GHAZIABAD,"["" IPC 1860-379"","" IPC 1860-411""]",-,2018-09-24T14:45:00.000Z,9,2018,2
ObjectId(5c7dd2289164b2149b581f81),255/2016,31634030160255,KAKOD,MEERUT,---,MEERUT,BULANDSHAHAR,"["" IPC 1860-436""]",---,2016-09-02T17:00:00.000Z,9,2016,6
ObjectId(5c7dd22c9164b2149b58f768),71/2016,31639051160071,SAKEET,ALIGARH,78.7636,AGRA,ETAH,"["" IPC 1860-147"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",27.4111,2016-04-24T11:20:00.000Z,4,2016,1
ObjectId(5c7dd2259164b2149b577239),195/2016,31632023160195,NAGAL,MORADABAD,78.2306,BAREILLY,BIJNOR,"["" IPC 1860-354"","" IPC 1860-506"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-7"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-8""]",29.6882,2016-12-29T12:10:00.000Z,12,2016,5
ObjectId(5c7dd1e09164b2149b49a94f),35/2017,31668005170035,BILASPUR,MORADABAD,---,BAREILLY,RAMPUR,"["" THE U.P. EXCISE ACT-60""]",---,2017-01-10T15:40:00.000Z,1,2017,3
ObjectId(5c7dd22d9164b2149b59162e),7/2016,31640021160007,CHAUBIA,KANPUR,79.1543,KANPUR,ETAWAH,"["" IPC 1860-279"","" IPC 1860-338""]",26.9117,2016-01-17T10:30:00.000Z,1,2016,1
ObjectId(5c7dd2219164b2149b56c395),271/2018,31630023180271,FATEHGANJ WEST,BAREILLY,79.30823-द,BAREILLY,BAREILLY,"["" IPC 1860-384""]",28.45843-अ,2018-05-11T09:18:00.000Z,5,2018,6
ObjectId(5c7dd22f9164b2149b598413),251/2016,31641046160251,RAUNAHI,AYODHYA,81.8266,LUCKNOW,AYODHYA,"["" IPC 1860-395"","" IPC 1860-412""]",26.7742,2016-07-11T04:10:00.000Z,7,2016,2
ObjectId(5c7dd24d9164b2149b5fb64b),112/2018,31658042180112,KHARKHAUDA,MEERUT,-,MEERUT,MEERUT,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-354"","" IPC 1860-376"","" IPC 1860-511"","" IPC 1860-313"","" IPC 1860-377"","" IPC 1860-498-A"","" IPC 1860-120-B"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4""]",-,2018-02-02T01:18:54.000Z,2,2018,6
ObjectId(5c7dd2359164b2149b5aad53),1109/2017,31647011171109,CANTT,GORAKHPUR,-,GORAKHPUR,GORAKHPUR,"["" IPC 1860-365""]",-,2017-09-29T19:40:00.000Z,9,2017,6
ObjectId(5c7dd1f79164b2149b4e91a8),58/2017,31686006170058,BRIJMANGANJ,GORAKHPUR,---,GORAKHPUR,MAHRAJGANJ,"["" THE U.P. EXCISE ACT-60""]",---,2017-03-10T15:15:00.000Z,3,2017,6
ObjectId(5c7dd2219164b2149b56cdbf),562/2017,31630030170562,IZAT NAGAR,BAREILLY,28.4554-द,BAREILLY,BAREILLY,"["" IPC 1860-279"","" IPC 1860-338"","" IPC 1860-304-A""]",79.5052-अ,2017-07-18T23:30:00.000Z,7,2017,3
ObjectId(5c7dd1ef9164b2149b4cc1c0),794/2017,31679070170794,TUNDLA,AGRA,-,AGRA,FIROZABAD,"[""  INFORMATION TECHNOLOGY (AMENDMENT) ACT 2008-65"",""  INFORMATION TECHNOLOGY (AMENDMENT) ACT 2008-66""]",-,2017-10-05T09:20:00.000Z,10,2017,5
ObjectId(5c7dd20b9164b2149b526192),366/2016,31905072160366,TALGRAM,KANPUR,---,KANPUR,KANNAUJ,"["" THE U.P. EXCISE ACT-60""]",---,2016-11-08T18:15:00.000Z,11,2016,3
ObjectId(5c7dd2279164b2149b57fda9),80/2018,31634003180080,AHAR,MEERUT,-,MEERUT,BULANDSHAHAR,"["" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",-,2018-03-10T19:50:21.000Z,3,2018,7
ObjectId(5c7dd24a9164b2149b5f1d2f),228/2016,31657019160228,HIGHWAY,AGRA,,AGRA,MATHURA,"["" THE ELECTRICITY ACT"","" 2003-135""]",,2016-02-23T16:00:00.000Z,2,2016,3
ObjectId(5c7dd2499164b2149b5ec32a),687/2018,31656008180687,BHONGAON,AGRA,79.168767-द,AGRA,MAINPURI,"["" THE U.P. EXCISE ACT-60""]",27.261144-अ,2018-12-09T14:05:00.000Z,12,2018,1
ObjectId(5c7dd2029164b2149b508664),125/2018,31895001180125,CHARWA,PRAYAGRAJ,-,PRAYAGRAJ,KAUSHAMBI,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-304-B"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4""]",-,2018-05-07T12:30:00.000Z,5,2018,2
ObjectId(5c7dd1fc9164b2149b4f5f5c),102/2018,31690022180102,JAHANGIRGANJ,AYODHYA,-,LUCKNOW,AMBEDKAR NAGAR,"["" IPC 1860-504"","" IPC 1860-506"","" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-3""]",-,2018-06-10T15:49:51.000Z,6,2018,1
ObjectId(5c7dd1dc9164b2149b48f56c),475/2018,31663020180475,LALGANJ,PRAYAGRAJ,,PRAYAGRAJ,PRATAPGARH,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4""]",,2018-09-16T17:55:00.000Z,9,2018,1
ObjectId(5c7dd2239164b2149b572e5c),327/2018,31631045180327,PURANI BASTI,BASTI,-,GORAKHPUR,BASTI,"["" THE U.P. EXCISE ACT-60""]",-,2018-11-19T15:59:00.000Z,11,2018,2
ObjectId(5c7dd20a9164b2149b520e5e),312/2017,31901037170312,KHEKRA,MEERUT,---,MEERUT,BAGHPAT,"["" THE PUBLIC GAMBLING ACT"","" 1867"","" 3 OF 1867-13""]",---,2017-08-30T23:30:00.000Z,8,2017,4
ObjectId(5c7dd1e29164b2149b4a32b1),698/2018,31669026180698,KOTWALI DEHAT,SAHARANPUR,-,MEERUT,SAHARANPUR,"["" IPC 1860-379"","" IPC 1860-414"","" IPC 1860-120-B"","" MINES AND MINERALS (REGULATION OF DEVELOPMENT) ACT 1957-4"","" MINES AND MINERALS (REGULATION OF DEVELOPMENT) ACT 1957-21"","" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-2"","" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-3""]",-,2018-10-28T22:56:16.000Z,10,2018,1
ObjectId(5c7dd1f09164b2149b4d22d1),94/2016,31681037160094,INDRAPURAM,MEERUT,---,MEERUT,GHAZIABAD,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338""]",---,2016-01-16T13:00:00.000Z,1,2016,7
ObjectId(5c7dd2559164b2149b60fab3),191/2016,31661001160191,MAHILA THANA,SAHARANPUR,,MEERUT,MUZAFFAR NAGAR,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-316"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-377"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4""]",,2016-09-16T14:35:00.000Z,9,2016,6
ObjectId(5c7dd21a9164b2149b555d94),26/2018,31625027180026,MEHNAJPUR,AZAMGARH,83.152001-द,VARANASI,AZAMGARH,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338"","" IPC 1860-304-A"","" IPC 1860-427""]",25.689170-अ,2018-04-25T15:36:51.000Z,4,2018,4
ObjectId(5c7dd24d9164b2149b5f9df8),234/2017,31658021170234,DELHI GATE,MEERUT,-,MEERUT,MEERUT,"["" IPC 1860-302"","" IPC 1860-34""]",-,2017-09-17T16:10:00.000Z,9,2017,1
ObjectId(5c7dd1ef9164b2149b4cd97d),1200/2017,31680038171200,KOTWALI LALITPUR,JHANSI,-,KANPUR,LALITPUR,"["" IPC 1860-153-A"",""  INFORMATION TECHNOLOGY (AMENDMENT) ACT 2008-67""]",-,2017-06-05T18:45:00.000Z,6,2017,2
ObjectId(5c7dd1fc9164b2149b4f6666),55/2017,31690027170055,MALIPUR,AYODHYA,---,LUCKNOW,AMBEDKAR NAGAR,"["" IPC 1860-452"","" IPC 1860-506"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-308""]",---,2017-04-10T14:15:00.000Z,4,2017,2
ObjectId(5c7dd2229164b2149b56f781),322/2018,31630050180322,SHAHI,BAREILLY,79.31739-L,BAREILLY,BAREILLY,"["" THE ELECTRICITY ACT"","" 2003-138""]",28.52632-L,2018-10-08T23:38:00.000Z,10,2018,2
ObjectId(5c7dd22e9164b2149b594813),563/2017,31641002170563,KOTWALI AYODHYA,AYODHYA,82.2044,LUCKNOW,AYODHYA,"["" IPC 1860-380""]",26.7978,2017-10-22T09:45:00.000Z,10,2017,1
ObjectId(5c7dd1de9164b2149b495dbe),159/2017,31667008170159,BHADOKHAR,LUCKNOW,---,LUCKNOW,RAE BARELI,"["" THE U.P. EXCISE ACT-60(1)""]",---,2017-04-22T13:40:00.000Z,4,2017,7
ObjectId(5c7dd2479164b2149b5e72f7),348/2016,31655055160348,QAISER BAGH,LUCKNOW,---,LUCKNOW,LUCKNOW,"["" IPC 1860-395"","" IPC 1860-397"","" IPC 1860-332"","" IPC 1860-353"","" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-3"","" PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT"","" 1984-4""]",---,2016-12-16T14:00:00.000Z,12,2016,6
ObjectId(5c7dd2489164b2149b5eb0b6),274/2017,31656003170274,AILAU,AGRA,79.1466,AGRA,MAINPURI,"["" IPC 1860-364""]",27.1407,2017-09-25T23:30:00.000Z,9,2017,2
ObjectId(5c7dd1fa9164b2149b4f2044),464/2018,31688004180464,BHADOHI,MIRZAPUR,,VARANASI,BHADOHI,"["" IPC 1860-419"","" IPC 1860-420"","" IPC 1860-409"","" IPC 1860-467"","" IPC 1860-468"","" IPC 1860-477-A""]",,2018-12-08T16:09:00.000Z,12,2018,7
ObjectId(5c7dd2259164b2149b578b73),69/2017,31632029170069,NAGINA DEHAT,MORADABAD,78.4349,BAREILLY,BIJNOR,"["" IPC 1860-366"","" IPC 1860-376""]",29.5582,2017-01-26T19:00:00.000Z,1,2017,5
ObjectId(5c7dd2379164b2149b5b3825),412/2018,31648052180412,SUMERPUR,CHITRAKOOT,25.85994-A,PRAYAGRAJ,HAMIRPUR,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338"","" IPC 1860-427""]",80.14464-B,2018-10-08T22:21:19.000Z,10,2018,2
ObjectId(5c7dd1fc9164b2149b4f666c),61/2017,31690027170061,MALIPUR,AYODHYA,---,LUCKNOW,AMBEDKAR NAGAR,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",---,2017-04-19T23:15:00.000Z,4,2017,4
ObjectId(5c7dd2389164b2149b5b4f62),139/2018,31649011180139,HARIYAWAN,LUCKNOW,-,LUCKNOW,HARDOI,"["" U.P PROTECTION OF TREES IN RURAL AND HILL AREAS ACT 1976-4"","" U.P PROTECTION OF TREES IN RURAL AND HILL AREAS ACT 1976-10""]",-,2018-06-07T22:55:00.000Z,6,2018,5
ObjectId(5c7dd23f9164b2149b5cc800),661/2016,31653043160661,KALYANPUR,KANPUR,---,KANPUR,KANPUR CITY,"["" THE ELECTRICITY ACT"","" 2003-135""]",---,2016-06-18T10:30:00.000Z,6,2016,7
ObjectId(5c7dd2279164b2149b57da12),700/2017,31633035170700,SAHASWAN,BAREILLY,78.789,BAREILLY,BADAUN,"["" IPC 1860-379""]",28.0688,2017-12-22T11:00:50.000Z,12,2017,6
ObjectId(5c7dd2219164b2149b56c008),9/2016,31630023160009,FATEHGANJ WEST,BAREILLY,,BAREILLY,BAREILLY,"["" IPC 1860-420"","" IPC 1860-467"","" IPC 1860-468"","" IPC 1860-471"","" PASSPORTS ACT"","" 1967-12""]",,2016-01-09T17:00:00.000Z,1,2016,7
ObjectId(5c7dd2429164b2149b5d8ac1),386/2017,31655003170386,ALIGANJ,LUCKNOW,---,LUCKNOW,LUCKNOW,"["" IPC 1860-323"","" IPC 1860-506""]",---,2017-07-06T19:50:00.000Z,7,2017,5
ObjectId(5c7dd22c9164b2149b58db99),317/2018,31639031180317,KOTWALI NAGAR,ALIGARH,78.66748-E,AGRA,ETAH,"["" IPC 1860-379"","" IPC 1860-411""]",27.55514-N,2018-03-21T21:06:00.000Z,3,2018,4
ObjectId(5c7dd2279164b2149b57ce44),523/2018,31633021180523,KOTWALI,BAREILLY,,BAREILLY,BADAUN,"["" IPC 1860-406""]",,2018-10-06T07:59:00.000Z,10,2018,7
ObjectId(5c7dd20b9164b2149b526d1b),782/2017,31905076170782,KOTWALI TIRWA,KANPUR,,KANPUR,KANNAUJ,"["" THE ELECTRICITY ACT"","" 2003-135"","" THE ELECTRICITY ACT"","" 2003-135""]",,2017-10-27T18:20:00.000Z,10,2017,6
ObjectId(5c7dd2039164b2149b50a9f4),168/2018,31895010180168,SAINI,PRAYAGRAJ,81.32674-E,PRAYAGRAJ,KAUSHAMBI,"["" IPC 1860-323"","" IPC 1860-504""]",25.673289-N,2018-04-09T14:00:00.000Z,4,2018,2
ObjectId(5c7dd21c9164b2149b55cb19),506/2016,31627003160506,BAIRIA,AZAMGARH,---,VARANASI,BALLIA,"["" IPC 1860-325"","" IPC 1860-323"","" IPC 1860-504""]",---,2016-11-29T15:30:00.000Z,11,2016,3
